date        system                         ncpus   MFLOPS     BW        balance
1991  Convex_C3420                       2      200.0     65.0      6.2
1991  Convex_C3410                       1      100.0     22.3      4.5
1991  Convex_C3410                       1      100.0     38.6      5.2
1991  Convex_C3220                       2       50.0     42.1      1.2
1991  Convex_C3220                       2       50.0     52.2      1.9
1991  Convex_C3210                       1       25.0     22.6      1.1
1991  Convex_C3210                       1       25.0     27.2      1.8
1991  IBM_RS6000-540                     1       60.0     18.0      3.3
1991  FPS_MCP728                         7      280.0    111.0      2.5
1991  FPS_MCP728                         7      280.0     98.7      5.7
1991  FPS_MCP104                         1       40.0     16.4      2.4
1991  FPS_MCP104                         1       40.0     23.3      3.4
1991  FPS_511_SPARC_vector               1       67.0     23.8      2.8
1991  FPS_511_SPARC_vector               1       67.0     23.8      5.6
1991  FPS_511_SPARC_scalar               1       67.0      4.3     15.7
1991  FPS_511_SPARC_scalar               1       67.0      6.7     20.2
1991  FPS_511_EA_vector                  1       33.0     23.4      1.4
1991  FPS_511_EA_vector                  1       33.0     23.2      2.8
1991  FPS_511_(1_vector)                 1       67.0     24.6      2.7
1991  FPS_510_EA_scalar                  1       33.0      2.7     12.3
1991  FPS_510_EA_scalar                  1       33.0      3.0     22.4
1991  Apollo_DN10010                     1       25.0      6.8      3.7
1991  MIPS_RC6280                        1       24.0      7.1      3.4
1991  ETA-10E                            1      380.8    526.9      0.7
1991  DEC_5000-200                       1       10.0      2.9      3.5
1991  SGI_Indigo                         1       13.2      4.5      2.9
1991  ETA-10G_(est)                      1      568.0    846.0      0.7
1991  Stardent_Vistra_800b               1       40.0     14.4      2.8
1991  Stardent_ST2000                    1       25.0     22.5      1.1
1991  Convex_C1XP                        1       20.0      8.9      2.2
1991  Convex_C1XP                        1       20.0     16.1      2.5
1991  Stardent_P3                        3       90.0     25.0      3.6
1991  Stardent_P3                        1       30.0      8.8      3.4
1991  Sun_SS2_(4-75)                     1       40.0      3.3     12.0
1991  Sun_SS2_(4-75)                     1       40.0      5.2     15.5
1991  HP_9000-730                        1       66.0      6.9      9.5
1991  HP_9000-730                        1       66.0     10.0     13.2
1991  Sun_670                            1       40.0      3.8     10.7
1991  Sun_670                            1       40.0      6.0     13.3
1991  Cray_Y-MP                          8     2672.0   3350.3      0.8
1991  Omron_Luna88k                      1       25.0      1.6     15.3
1991  Omron_Luna88k                      1       25.0      3.3     15.0
1991  Cray_Y-MP                          1      334.0    424.6      0.8
1991  DEC_5000-200                       1       10.0      4.6      4.4
1991  Sun_SS1-                           1       20.0      1.6     12.2
1991  Sun_SS1-                           1       20.0      2.1     19.3
1991  Sun_4-490                          1       33.0      3.1     10.8
1991  Sun_4-490                          1       33.0      4.0     16.3
1991  SGI_Indigo                         1       13.2      6.7      4.0
1991  SGI_4D-35                          1       14.4      5.3      2.7
1991  SGI_4D-35                          1       14.4      6.2      4.6
1991  SGI_4D-25                          1        8.0      1.2      6.4
1991  SGI_4D-25                          1        8.0      2.4      6.7
1991  SGI_4D-240                         1       10.0      2.4      4.2
1991  SGI_4D-240                         1       10.0      4.0      5.1
1991  IBM_RS6000-950                     1       83.2     24.0      3.5
1991  IBM_RS6000-950                     1       83.2     25.0      6.7
1991  IBM_RS6000-530                     1       50.0     14.3      3.5
1991  IBM_RS6000-530                     1       50.0     15.0      6.7
1991  IBM_RS6000-320                     1       40.0      7.5      5.3
1991  IBM_RS6000-320                     1       40.0     10.0      8.0
1991  Cray_Y-MP                          4     1336.0   1731.4      0.8
